,name,id,interval,products,bbox,self_link,quads_link,tiles_link
157,ps_biweekly_normalized_analytic_subscription_2018-04-23_2018-05-07_mosaic,8e9dee19-4ea9-4694-9452-dda5d7f2474a,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, -74.179687489641, 11.178401872234]",https://api.planet.com/basemaps/v1/mosaics/8e9dee19-4ea9-4694-9452-dda5d7f2474a?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/8e9dee19-4ea9-4694-9452-dda5d7f2474a/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-04-23_2018-05-07_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
158,ps_biweekly_normalized_analytic_subscription_2018-05-07_2018-05-21_mosaic,ffe24add-135e-4650-bb9e-a41e8180e33b,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, -74.179687489641, 11.178401872234]",https://api.planet.com/basemaps/v1/mosaics/ffe24add-135e-4650-bb9e-a41e8180e33b?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/ffe24add-135e-4650-bb9e-a41e8180e33b/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-05-07_2018-05-21_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
159,ps_biweekly_normalized_analytic_subscription_2018-05-21_2018-06-04_mosaic,37608a6f-ec61-455f-a751-753636f12648,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, -74.179687489641, 11.178401872234]",https://api.planet.com/basemaps/v1/mosaics/37608a6f-ec61-455f-a751-753636f12648?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/37608a6f-ec61-455f-a751-753636f12648/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-05-21_2018-06-04_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
160,ps_biweekly_normalized_analytic_subscription_2018-06-04_2018-06-18_mosaic,8218d53c-0d23-429c-8c32-b3e564b02175,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, -74.179687489641, 11.178401872234]",https://api.planet.com/basemaps/v1/mosaics/8218d53c-0d23-429c-8c32-b3e564b02175?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/8218d53c-0d23-429c-8c32-b3e564b02175/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-06-04_2018-06-18_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
161,ps_biweekly_normalized_analytic_subscription_2018-06-18_2018-07-02_mosaic,f4548c93-2db5-47b5-b36f-a380930c0205,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/f4548c93-2db5-47b5-b36f-a380930c0205?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/f4548c93-2db5-47b5-b36f-a380930c0205/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-06-18_2018-07-02_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
162,ps_biweekly_normalized_analytic_subscription_2018-07-02_2018-07-16_mosaic,d1cfbcbe-cd62-4b6a-bd0f-773f346dc2af,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/d1cfbcbe-cd62-4b6a-bd0f-773f346dc2af?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/d1cfbcbe-cd62-4b6a-bd0f-773f346dc2af/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-07-02_2018-07-16_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
163,ps_biweekly_normalized_analytic_subscription_2018-07-16_2018-07-30_mosaic,ad07968f-be38-4ff2-abee-eb4168eb9ba0,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/ad07968f-be38-4ff2-abee-eb4168eb9ba0?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/ad07968f-be38-4ff2-abee-eb4168eb9ba0/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-07-16_2018-07-30_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
164,ps_biweekly_normalized_analytic_subscription_2018-07-30_2018-08-13_mosaic,a49b3434-a098-4707-a709-8033f5938ec3,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/a49b3434-a098-4707-a709-8033f5938ec3?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/a49b3434-a098-4707-a709-8033f5938ec3/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-07-30_2018-08-13_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
165,ps_biweekly_normalized_analytic_subscription_2018-08-13_2018-08-27_mosaic,fbde590c-8380-4719-8d9b-69f6d3f8038d,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/fbde590c-8380-4719-8d9b-69f6d3f8038d?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/fbde590c-8380-4719-8d9b-69f6d3f8038d/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-08-13_2018-08-27_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
166,ps_biweekly_normalized_analytic_subscription_2018-08-27_2018-09-10_mosaic,2f21dfea-3535-4f6e-aac6-f0b37afc2a8f,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/2f21dfea-3535-4f6e-aac6-f0b37afc2a8f?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/2f21dfea-3535-4f6e-aac6-f0b37afc2a8f/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-08-27_2018-09-10_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
167,ps_biweekly_normalized_analytic_subscription_2018-09-10_2018-09-24_mosaic,8ddf8887-2b77-45cc-bef6-e14e13568bae,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/8ddf8887-2b77-45cc-bef6-e14e13568bae?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/8ddf8887-2b77-45cc-bef6-e14e13568bae/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-09-10_2018-09-24_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
168,ps_biweekly_normalized_analytic_subscription_2018-09-24_2018-10-08_mosaic,d26e6b20-969e-48a6-a793-6f334027e742,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/d26e6b20-969e-48a6-a793-6f334027e742?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/d26e6b20-969e-48a6-a793-6f334027e742/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-09-24_2018-10-08_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
169,ps_biweekly_normalized_analytic_subscription_2018-10-08_2018-10-22_mosaic,8bd94d5a-2e28-4aa7-80ef-558aa8396374,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, -74.179687489641, 11.178401872234]",https://api.planet.com/basemaps/v1/mosaics/8bd94d5a-2e28-4aa7-80ef-558aa8396374?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/8bd94d5a-2e28-4aa7-80ef-558aa8396374/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-10-08_2018-10-22_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
170,ps_biweekly_normalized_analytic_subscription_2018-10-22_2018-11-05_mosaic,7daf7321-5adc-4d1a-a56d-812e43fe031d,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, -74.179687489641, 11.178401872234]",https://api.planet.com/basemaps/v1/mosaics/7daf7321-5adc-4d1a-a56d-812e43fe031d?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/7daf7321-5adc-4d1a-a56d-812e43fe031d/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-10-22_2018-11-05_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
171,ps_biweekly_normalized_analytic_subscription_2018-11-05_2018-11-19_mosaic,db7441f1-8c01-4582-b0ec-fe4f51b8ebb7,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, -74.179687489641, 11.178401872234]",https://api.planet.com/basemaps/v1/mosaics/db7441f1-8c01-4582-b0ec-fe4f51b8ebb7?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/db7441f1-8c01-4582-b0ec-fe4f51b8ebb7/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-11-05_2018-11-19_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
172,ps_biweekly_normalized_analytic_subscription_2018-11-19_2018-12-03_mosaic,381db008-fce3-4ce0-9373-5225ae671abd,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, -74.179687489641, 11.178401872234]",https://api.planet.com/basemaps/v1/mosaics/381db008-fce3-4ce0-9373-5225ae671abd?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/381db008-fce3-4ce0-9373-5225ae671abd/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-11-19_2018-12-03_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
173,ps_biweekly_normalized_analytic_subscription_2018-12-03_2018-12-17_mosaic,93b628dd-2dab-46a8-9c49-050429d8db3c,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, -74.179687489641, 11.178401872234]",https://api.planet.com/basemaps/v1/mosaics/93b628dd-2dab-46a8-9c49-050429d8db3c?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/93b628dd-2dab-46a8-9c49-050429d8db3c/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-12-03_2018-12-17_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
174,ps_biweekly_normalized_analytic_subscription_2018-12-17_2018-12-31_mosaic,f7dbb2cb-7655-4da5-8c46-8282f93fd368,14 days,['PSScene'],"[-74.882812489543, 10.487811880672, -74.179687489641, 11.178401872234]",https://api.planet.com/basemaps/v1/mosaics/f7dbb2cb-7655-4da5-8c46-8282f93fd368?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/f7dbb2cb-7655-4da5-8c46-8282f93fd368/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-12-17_2018-12-31_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
175,ps_biweekly_normalized_analytic_subscription_2018-12-31_2019-01-14_mosaic,8f3472d3-f7ec-4d0c-ae6a-0dcb849d44ff,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, -74.179687489641, 43.961190634058]",https://api.planet.com/basemaps/v1/mosaics/8f3472d3-f7ec-4d0c-ae6a-0dcb849d44ff?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/8f3472d3-f7ec-4d0c-ae6a-0dcb849d44ff/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2018-12-31_2019-01-14_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
176,ps_biweekly_normalized_analytic_subscription_2019-01-14_2019-01-28_mosaic,19043511-22f0-4b3c-b1ca-d68748f44f1f,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, -74.179687489641, 43.961190634058]",https://api.planet.com/basemaps/v1/mosaics/19043511-22f0-4b3c-b1ca-d68748f44f1f?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/19043511-22f0-4b3c-b1ca-d68748f44f1f/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-01-14_2019-01-28_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
177,ps_biweekly_normalized_analytic_subscription_2019-01-28_2019-02-11_mosaic,c734a59a-9457-4f12-be60-b78ecd722645,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, -74.179687489641, 43.961190634058]",https://api.planet.com/basemaps/v1/mosaics/c734a59a-9457-4f12-be60-b78ecd722645?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/c734a59a-9457-4f12-be60-b78ecd722645/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-01-28_2019-02-11_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
178,ps_biweekly_normalized_analytic_subscription_2019-02-11_2019-02-25_mosaic,c94b7379-6cf5-4370-a951-356de1549738,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, -74.179687489641, 43.961190634058]",https://api.planet.com/basemaps/v1/mosaics/c94b7379-6cf5-4370-a951-356de1549738?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/c94b7379-6cf5-4370-a951-356de1549738/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-02-11_2019-02-25_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
179,ps_biweekly_normalized_analytic_subscription_2019-02-25_2019-03-11_mosaic,2e0b1c52-3dc4-436e-93e3-d1233485aa6e,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, -74.179687489641, 43.961190634058]",https://api.planet.com/basemaps/v1/mosaics/2e0b1c52-3dc4-436e-93e3-d1233485aa6e?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/2e0b1c52-3dc4-436e-93e3-d1233485aa6e/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-02-25_2019-03-11_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
180,ps_biweekly_normalized_analytic_subscription_2019-03-11_2019-03-25_mosaic,5ac4129c-97a8-4036-ba97-dab65f18ef4a,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, -74.179687489641, 43.961190634058]",https://api.planet.com/basemaps/v1/mosaics/5ac4129c-97a8-4036-ba97-dab65f18ef4a?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/5ac4129c-97a8-4036-ba97-dab65f18ef4a/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-03-11_2019-03-25_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
181,ps_biweekly_normalized_analytic_subscription_2019-03-25_2019-04-08_mosaic,2cdcbfed-f0bd-48fa-b154-38474142c2cc,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, 15.292968747932, 48.806863455993]",https://api.planet.com/basemaps/v1/mosaics/2cdcbfed-f0bd-48fa-b154-38474142c2cc?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/2cdcbfed-f0bd-48fa-b154-38474142c2cc/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-03-25_2019-04-08_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
182,ps_biweekly_normalized_analytic_subscription_2019-04-08_2019-04-22_mosaic,25a08a7f-ef10-458d-be0b-1bed86a89abf,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, 15.292968747932, 48.806863455993]",https://api.planet.com/basemaps/v1/mosaics/25a08a7f-ef10-458d-be0b-1bed86a89abf?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/25a08a7f-ef10-458d-be0b-1bed86a89abf/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-04-08_2019-04-22_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
183,ps_biweekly_normalized_analytic_subscription_2019-04-22_2019-05-06_mosaic,b7432b21-4790-4035-9913-8839620b1423,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, 15.292968747932, 48.806863455993]",https://api.planet.com/basemaps/v1/mosaics/b7432b21-4790-4035-9913-8839620b1423?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/b7432b21-4790-4035-9913-8839620b1423/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-04-22_2019-05-06_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
184,ps_biweekly_normalized_analytic_subscription_2019-05-06_2019-05-20_mosaic,cb100689-ebfe-48d3-a671-b56b2ecf33a9,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, 15.292968747932, 48.806863455993]",https://api.planet.com/basemaps/v1/mosaics/cb100689-ebfe-48d3-a671-b56b2ecf33a9?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/cb100689-ebfe-48d3-a671-b56b2ecf33a9/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-05-06_2019-05-20_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
185,ps_biweekly_normalized_analytic_subscription_2019-05-20_2019-06-03_mosaic,39acd201-36dc-4894-8c6a-f25397be97d7,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, 15.292968747932, 48.806863455993]",https://api.planet.com/basemaps/v1/mosaics/39acd201-36dc-4894-8c6a-f25397be97d7?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/39acd201-36dc-4894-8c6a-f25397be97d7/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-05-20_2019-06-03_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
186,ps_biweekly_normalized_analytic_subscription_2019-06-03_2019-06-17_mosaic,989f66c9-32b5-474b-a3bb-b6d8fe620c8d,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, 15.292968747932, 48.806863455993]",https://api.planet.com/basemaps/v1/mosaics/989f66c9-32b5-474b-a3bb-b6d8fe620c8d?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/989f66c9-32b5-474b-a3bb-b6d8fe620c8d/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-06-03_2019-06-17_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
187,ps_biweekly_normalized_analytic_subscription_2019-06-17_2019-07-01_mosaic,1c198787-cf80-4bc6-a872-c4d57170f7f0,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, 15.292968747932, 48.806863455993]",https://api.planet.com/basemaps/v1/mosaics/1c198787-cf80-4bc6-a872-c4d57170f7f0?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/1c198787-cf80-4bc6-a872-c4d57170f7f0/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-06-17_2019-07-01_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
188,ps_biweekly_normalized_analytic_subscription_2019-07-01_2019-07-15_mosaic,5979f872-a8b3-4f4d-ad25-07fb1b6065ce,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/5979f872-a8b3-4f4d-ad25-07fb1b6065ce?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/5979f872-a8b3-4f4d-ad25-07fb1b6065ce/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-07-01_2019-07-15_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
189,ps_biweekly_normalized_analytic_subscription_2019-07-15_2019-07-29_mosaic,fe549f05-5073-4105-bfb5-e0e98191dbb0,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/fe549f05-5073-4105-bfb5-e0e98191dbb0?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/fe549f05-5073-4105-bfb5-e0e98191dbb0/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-07-15_2019-07-29_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
190,ps_biweekly_normalized_analytic_subscription_2019-07-29_2019-08-12_mosaic,f2627be1-9cdc-417c-a589-a740be74c468,14 days,['PSScene'],"[-124.628906232634, 10.487811880672, 71.015624990193, 81.898451408775]",https://api.planet.com/basemaps/v1/mosaics/f2627be1-9cdc-417c-a589-a740be74c468?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/f2627be1-9cdc-417c-a589-a740be74c468/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/ps_biweekly_normalized_analytic_subscription_2019-07-29_2019-08-12_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
